rank,story,url,index,pos,neg,neu,comp,source,date,hour
9,'I don't plan to wait 25 years to see my son free',https://www.bbc.co.uk/news/world-europe-65601750,8,0.082,0.121,0.796,-0.9822,BBC,2023-05-16,20
10,Indiana Jones and other Cannes highlights,https://www.bbc.co.uk/news/entertainment-arts-65569899,9,0.094,0.045,0.861,0.992,BBC,2023-05-16,20
1,"I'm back, baby! Blake Lively wears low-cut halter dress as she returns to work just three months after giving birth to fourth child for adaptation of It Ends With Us with Justin Baldoni 
",https://www.dailymail.co.uk/tvshowbiz/article-12087459/Blake-Lively-looks-stylish-low-cut-halter-dress-filming-Ends-New-York-City.html,0,0.135,0.014,0.851,0.9979,Daily Mail,2023-05-16,20
2,"What 10 American cities will look like in 2050, predicted by AI: DailyMail.com asks AI to imagine future cities reshaped by tech such as flying cars and solar power
",https://www.dailymail.co.uk/sciencetech/article-12068585/What-10-American-cities-look-like-2050-predicted-AI.html,1,0.177,0.013,0.809,0.9977,Daily Mail,2023-05-16,20
3,"'It's time beer made it up to women': Miller Lite APOLOGIZES for using women in bikinis to sell beer after campaigns featuring Sofia Vergara, Meghan Markle and Pamela Anderson: New ad echoes woke Dylan Mulvaney controversy 
",https://www.dailymail.co.uk/news/article-12086629/Miller-Lite-APOLOGIZES-using-women-bikinis-sell-beer.html,2,0.078,0.051,0.871,0.9916,Daily Mail,2023-05-16,20
4,"Rudy Giuliani, 78, made former business consultant, 43, perform oral sex on him while he was on speaker phone to Trump - because it made him feel like Bill Clinton, $10M sex assault lawsuit claims
",https://www.dailymail.co.uk/news/article-12087277/Woman-accuses-Rudy-Giuliani-sexual-harassment-files-lurid-legal-documents.html,3,0.08,0.122,0.797,-0.9949,Daily Mail,2023-05-16,20
5,"Bezos' $500m love boat: Amazon billionaire smooches girlfriend Lauren Sanchez in front of crew member as they set sail on his enormous new superyacht - the world's tallest ship - off Mallorca coast
",https://www.dailymail.co.uk/news/article-12086535/Jeff-Bezos-Lauren-Sanchez-seen-boarding-500-MILLION-superyacht.html,4,0.078,0.012,0.91,0.9959,Daily Mail,2023-05-16,20
6,"Kim Kardashian's son Saint, 7, admits he tells his mom she means 'nothing' to him as star shares brutal Mother's Day messages from her kids 
",https://www.dailymail.co.uk/tvshowbiz/article-12088855/Kim-Kardashians-son-Saint-seven-tells-mom-means-me.html,5,0.206,0.023,0.771,0.9986,Daily Mail,2023-05-16,20
7,"'The girls are living in constant fear': University of Wyoming sorority sisters blast college for letting 6ft 2in, 260lbs trans woman move back into their house - after claiming she 'peeps at them while visibly aroused'
",https://www.dailymail.co.uk/news/article-12087465/University-Wyoming-sorority-sisters-say-feel-vulnerable-trans-woman-peeps-them.html,6,0.09,0.098,0.812,-0.6932,Daily Mail,2023-05-16,20
8,"Durham's final report is RELEASED: Prosecutor says FBI did NOT have any 'factual evidence' to investigate Trump-Russia collusion and slams 'bias' bureau for failing to properly probe Steele dossier 
",https://www.dailymail.co.uk/news/article-12086747/Durhams-final-report-RELEASED-FBI-did-NOT-evidence-investigate-Trump-Russia-collusion.html,7,0.075,0.038,0.887,0.9876,Daily Mail,2023-05-16,20
9,"Martha Stewart, 81, becomes OLDEST woman to ever land Sports Illustrated Swimsuit cover, wowing in a very low-cut white bathing suit - while Megan Fox, 36, dares to bare in a raunchy design made entirely of CHAINS
",https://www.dailymail.co.uk/femail/article-12085237/Sports-Illustrated-Swimsuit-2023-Martha-Stewart-81-Megan-Fox-36-pose-cover.html,8,0.177,0.025,0.797,0.9994,Daily Mail,2023-05-16,20
10,"Girl whose mother abducted her from her father's care in 2017 when she was just 9 is found alive and well in North Carolina by store owner who recognised her after watching her story on Netflix's Unsolved Mysteries
",https://www.dailymail.co.uk/news/article-12088811/Girl-mother-abducted-2017-alive-man-recognised-Netflix-show.html,9,0.068,0.112,0.82,-0.9847,Daily Mail,2023-05-16,20
1,"Russia’s most potent hypersonic weapon neutralised, says Ukraine",https://www.theguardian.com/world/2023/may/16/ukraine-russia-targets-kyiv-with-massive-overnight-airstrike,0,0.099,0.137,0.763,-0.995,Guardian,2023-05-16,20
2,It’s the nation’s favourite cocktail – Phil and Holly on the rocks. Sickly sweet at first and then quite sour,https://www.theguardian.com/commentisfree/2023/may/16/nations-favourite-cocktail-phillip-schofield-holly-willoughby-on-the-rocks,1,0.134,0.036,0.83,0.9987,Guardian,2023-05-16,20
3,Michael Gove leaves everyone feeling they’ve been NatConned ,https://www.theguardian.com/politics/2023/may/16/michael-gove-leaves-everyone-feeling-theyve-been-natconned,2,0.161,0.129,0.709,0.9934,Guardian,2023-05-16,20
4,‘She was a hustler’: the fascinating true story of Anna Nicole Smith,https://www.theguardian.com/film/2023/may/16/anna-nicole-smith-netflix-documentary,3,0.115,0.076,0.809,0.9939,Guardian,2023-05-16,20
5,Michael Gove says Tories will not win election with culture wars,https://www.theguardian.com/politics/2023/may/16/michael-gove-highlights-civility-over-culture-wars-in-speech-to-natcon,4,0.125,0.078,0.797,0.9876,Guardian,2023-05-16,20
6,Asylum seekers to lose basic housing protections in move to cut hotel use ,https://www.theguardian.com/uk-news/2023/may/16/asylum-seekers-to-lose-basic-housing-protections-in-move-to-cut-hotel-use,5,0.063,0.066,0.87,-0.6412,Guardian,2023-05-16,20
7,The sleepy Dorset town bewildered by a ‘random’ arson rampage,https://www.theguardian.com/uk-news/2023/may/16/dorset-town-bewildered-by-random-overnight-arson-attacks,6,0.028,0.089,0.883,-0.9911,Guardian,2023-05-16,20
8,The war on Japanese knotweed,https://www.theguardian.com/environment/2023/may/16/the-war-on-japanese-knotweed,7,0.074,0.079,0.847,-0.9921,Guardian,2023-05-16,20
9,The women wearing ‘subway T-shirts’ over outfits to avoid creepy stares,https://www.theguardian.com/fashion/2023/may/16/subway-t-shirt-new-york-women-tiktok,8,0.135,0.1,0.765,0.9797,Guardian,2023-05-16,20
10,Internazionale v Milan: Champions League semi-final second leg – live,https://www.theguardian.com/football/live/2023/may/16/internazionale-v-milan-champions-league-semi-final-second-leg-live-score-updates,9,0.143,0.062,0.795,0.9996,Guardian,2023-05-16,20
1,Scans of Titanic reveal wreck as never seen before,https://www.bbc.co.uk/news/science-environment-65602182,0,0.066,0.095,0.839,-0.9794,BBC,2023-05-17,8
2,Sarkozy loses appeal against corruption conviction,https://www.bbc.co.uk/news/world-europe-65620064,1,0.061,0.098,0.841,-0.8316,BBC,2023-05-17,8
3,North Carolina blocks veto on 12-week abortion ban,https://www.bbc.co.uk/news/world-us-canada-65615310,2,0.107,0.076,0.817,0.9706,BBC,2023-05-17,8
4,Albanian prisoners given money to leave UK,https://www.bbc.co.uk/news/world-europe-65533198,3,0.085,0.082,0.833,-0.8822,BBC,2023-05-17,8
5,Man tried to avoid DUI by switching seats with dog,https://www.bbc.co.uk/news/world-us-canada-65608917,4,0.034,0.064,0.902,-0.6794,BBC,2023-05-17,8
6,Ex-Apple engineer accused of stealing trade secrets,https://www.bbc.co.uk/news/world-us-canada-65616384,5,0.04,0.091,0.869,-0.9432,BBC,2023-05-17,8
7,UK car giant warns of Brexit hit to electric vehicles,https://www.bbc.co.uk/news/business-65612295,6,0.069,0.052,0.88,0.9437,BBC,2023-05-17,8
8,Why Bud Light and Disney are under attack,https://www.bbc.co.uk/news/business-65428204,7,0.083,0.077,0.84,0.8498,BBC,2023-05-17,8
9,'Israel gave us five minutes to evacuate our home',https://www.bbc.co.uk/news/world-middle-east-65608282,8,0.064,0.18,0.756,-0.9995,BBC,2023-05-17,8
10,Resistance man breaks 80-year silence over executed Germans,https://www.bbc.co.uk/news/world-europe-65613900,9,0.034,0.136,0.829,-0.9982,BBC,2023-05-17,8
1,"Meghan Markle retells NYC gala story of how she enjoyed TV dinners and Jeopardy! after school, as she dons stunning $1,850 strapless gown to accept 'Women of Vision' award from friend Gloria Steinem while Prince Harry and mom Doria look on
",https://www.dailymail.co.uk/news/article-12091529/Prince-Harry-Meghan-Markle-attend-Women-Vision-awards-New-York.html,0,0.122,0.018,0.86,0.9987,Daily Mail,2023-05-17,8
2,"EXCLUSIVE: 'I love her too much to say anything bad about her.' Rep. Lauren Boebert's husband Jayson says he is torn as she files for divorce after 18 years of marriage, declaring she's 'always been faithful'
",https://www.dailymail.co.uk/news/article-12091155/Rep-Lauren-Boebert-files-DIVORCE-husband-Jayson.html,1,0.049,0.095,0.856,-0.9956,Daily Mail,2023-05-17,8
3,"I'm back, baby! Blake Lively wears low-cut halter dress as she returns to work just three months after giving birth to fourth child for adaptation of It Ends With Us with Justin Baldoni 
",https://www.dailymail.co.uk/tvshowbiz/article-12087459/Blake-Lively-looks-stylish-low-cut-halter-dress-filming-Ends-New-York-City.html,2,0.135,0.014,0.851,0.9979,Daily Mail,2023-05-17,8
4,"EXCLUSIVE: She's known as 'America's first supermodel' whose sexy pink bikini Sports Illustrated poster adorned boys' bedrooms around the world. Now, 75, this former Cover Girl was seen leaving a Montecito salon. Can you guess who it is?
",https://www.dailymail.co.uk/news/article-12089769/Her-sexy-pink-bikini-posters-hung-boys-bedrooms-guess-former-supermodel-is.html,3,0.149,0.043,0.808,0.9985,Daily Mail,2023-05-17,8
